"","FL_DATE","max_delay"
"874","2021-05-23",165
"875","2021-05-24",244
"876","2021-05-25",684
"877","2021-05-26",288
"878","2021-05-27",255
"879","2021-05-28",322
"880","2021-05-29",1432
"881","2021-05-30",280
"882","2021-05-31",1109
"883","2021-06-01",414
"884","2021-06-02",684
"885","2021-06-03",1421
"886","2021-06-04",805
"887","2021-06-05",597
"888","2021-06-06",165
"889","2021-06-07",1149
"890","2021-06-08",300
"891","2021-06-09",441
"892","2021-06-10",266
"893","2021-06-11",743
"894","2021-06-12",1250
"895","2021-06-13",298
"896","2021-06-14",266
"897","2021-06-15",263
"898","2021-06-16",2156
"899","2021-06-17",445
"900","2021-06-18",491
"901","2021-06-19",188
"902","2021-06-20",737
"903","2021-06-21",608
"904","2021-06-22",727
"905","2021-06-23",637
"906","2021-06-24",888
"907","2021-06-25",457
"908","2021-06-26",1274
"909","2021-06-27",171
"910","2021-06-28",811
"911","2021-06-29",767
"912","2021-06-30",347
"913","2021-07-01",400
"914","2021-07-02",669
"915","2021-07-03",290
"916","2021-07-04",1195
"917","2021-07-05",436
"918","2021-07-06",574
"919","2021-07-07",403
"920","2021-07-08",898
"921","2021-07-09",571
"922","2021-07-10",275
"923","2021-07-11",1362
"924","2021-07-12",422
"925","2021-07-13",228
"926","2021-07-14",528
"927","2021-07-15",204
"928","2021-07-16",233
"929","2021-07-17",1512
"930","2021-07-18",579
"931","2021-07-19",368
"932","2021-07-20",1209
"933","2021-07-21",562
"934","2021-07-22",1008
"935","2021-07-23",398
"936","2021-07-24",665
"937","2021-07-25",942
"938","2021-07-26",316
"939","2021-07-27",401
"940","2021-07-28",181
"941","2021-07-29",233
"942","2021-07-30",782
"943","2021-07-31",202
"944","2021-08-01",1213
"945","2021-08-02",1130
"946","2021-08-03",698
"947","2021-08-04",234
"948","2021-08-05",1603
"949","2021-08-06",331
"950","2021-08-07",537
"951","2021-08-08",366
"952","2021-08-09",973
"953","2021-08-10",220
"954","2021-08-11",282
"955","2021-08-12",538
"956","2021-08-13",217
"957","2021-08-14",494
"958","2021-08-15",579
"959","2021-08-16",322
"960","2021-08-17",365
"961","2021-08-18",759
"962","2021-08-19",266
"963","2021-08-20",217
"964","2021-08-21",634
"965","2021-08-22",741
"966","2021-08-23",593
"967","2021-08-24",250
"968","2021-08-25",295
"969","2021-08-26",291
"970","2021-08-27",263
"971","2021-08-28",180
"972","2021-08-29",654
"973","2021-08-30",343
"974","2021-08-31",167
"975","2021-09-01",1571
"976","2021-09-02",620
"977","2021-09-03",237
"978","2021-09-04",481
"979","2021-09-05",190
"980","2021-09-06",147
"981","2021-09-07",358
"982","2021-09-08",303
"983","2021-09-09",559
"984","2021-09-10",224
"985","2021-09-11",154
"986","2021-09-12",582
"987","2021-09-13",313
"988","2021-09-14",526
"989","2021-09-15",326
"990","2021-09-16",194
"991","2021-09-17",281
"992","2021-09-18",125
"993","2021-09-19",274
"994","2021-09-20",683
"995","2021-09-21",113
"996","2021-09-22",193
"997","2021-09-23",258
"998","2021-09-24",209
"999","2021-09-25",387
"1000","2021-09-26",148
"1001","2021-09-27",186
"1002","2021-09-28",280
"1003","2021-09-29",622
"1004","2021-09-30",269
"1005","2021-10-01",208
"1006","2021-10-02",510
"1007","2021-10-03",281
"1008","2021-10-04",139
"1009","2021-10-05",190
"1010","2021-10-06",302
"1011","2021-10-07",206
"1012","2021-10-08",376
"1013","2021-10-09",170
"1014","2021-10-10",1049
"1015","2021-10-11",302
"1016","2021-10-12",689
"1017","2021-10-13",338
"1018","2021-10-14",979
"1019","2021-10-15",245
"1020","2021-10-16",357
"1021","2021-10-17",633
"1022","2021-10-18",1410
"1023","2021-10-19",735
"1024","2021-10-20",745
"1025","2021-10-21",1098
"1026","2021-10-22",501
"1027","2021-10-23",156
"1028","2021-10-24",528
"1029","2021-10-25",297
"1030","2021-10-26",383
"1031","2021-10-27",417
"1032","2021-10-28",302
"1033","2021-10-29",207
"1034","2021-10-30",244
"1035","2021-10-31",347
"1036","2021-11-01",681
"1037","2021-11-02",172
"1038","2021-11-03",743
"1039","2021-11-04",172
"1040","2021-11-05",505
"1041","2021-11-06",154
"1042","2021-11-07",172
"1043","2021-11-08",273
"1044","2021-11-09",256
"1045","2021-11-10",1259
"1046","2021-11-11",2574
"1047","2021-11-12",889
"1048","2021-11-13",668
"1049","2021-11-14",822
"1050","2021-11-15",470
"1051","2021-11-16",726
"1052","2021-11-17",297
"1053","2021-11-18",204
"1054","2021-11-19",251
"1055","2021-11-20",206
"1056","2021-11-21",191
"1057","2021-11-22",190
"1058","2021-11-23",228
"1059","2021-11-24",754
"1060","2021-11-25",252
"1061","2021-11-26",1083
"1062","2021-11-27",265
"1063","2021-11-28",105
"1064","2021-11-29",782
"1065","2021-11-30",361
"1066","2021-12-01",275
"1067","2021-12-02",690
"1068","2021-12-03",614
"1069","2021-12-04",217
"1070","2021-12-05",986
"1071","2021-12-06",403
"1072","2021-12-07",481
"1073","2021-12-08",193
"1074","2021-12-09",862
"1075","2021-12-10",764
"1076","2021-12-11",159
"1077","2021-12-12",1158
"1078","2021-12-13",305
"1079","2021-12-14",399
"1080","2021-12-15",951
"1081","2021-12-16",180
"1082","2021-12-17",288
"1083","2021-12-18",2007
"1084","2021-12-19",124
"1085","2021-12-20",1718
"1086","2021-12-21",219
"1087","2021-12-22",526
"1088","2021-12-23",138
"1089","2021-12-24",1258
"1090","2021-12-25",226
"1091","2021-12-26",1009
"1092","2021-12-27",103
"1093","2021-12-28",285
"1094","2021-12-29",246
"1095","2021-12-30",973
"1096","2021-12-31",155
"1097","2022-01-01",837
"1098","2022-01-02",520
"1099","2022-01-03",375
"1100","2022-01-04",1222
"1101","2022-01-05",644
"1102","2022-01-06",884
"1103","2022-01-07",187
"1104","2022-01-08",214
"1105","2022-01-09",335
"1106","2022-01-10",375
"1107","2022-01-11",149
"1108","2022-01-12",293
"1109","2022-01-13",139
"1110","2022-01-14",1196
"1111","2022-01-15",1447
"1112","2022-01-16",268
"1113","2022-01-17",1280
"1114","2022-01-18",813
"1115","2022-01-19",179
"1116","2022-01-20",234
"1117","2022-01-21",440
"1118","2022-01-22",123
"1119","2022-01-23",245
"1120","2022-01-24",1812
"1121","2022-01-25",178
"1122","2022-01-26",512
"1123","2022-01-27",295
"1124","2022-01-28",694
"1125","2022-01-29",194
"1126","2022-01-30",239
"1127","2022-01-31",581
"1128","2022-02-01",523
"1129","2022-02-02",193
"1130","2022-02-03",1041
"1131","2022-02-04",1045
"1132","2022-02-05",297
"1133","2022-02-06",308
"1134","2022-02-07",383
"1135","2022-02-08",143
"1136","2022-02-09",2206
"1137","2022-02-10",185
"1138","2022-02-11",206
"1139","2022-02-12",258
"1140","2022-02-13",1143
"1141","2022-02-14",379
"1142","2022-02-15",129
"1143","2022-02-16",1062
"1144","2022-02-17",1697
"1145","2022-02-18",569
"1146","2022-02-19",1188
"1147","2022-02-20",363
"1148","2022-02-21",391
"1149","2022-02-22",244
"1150","2022-02-23",404
"1151","2022-02-24",222
"1152","2022-02-25",824
"1153","2022-02-26",259
"1154","2022-02-27",563
"1155","2022-02-28",534
"1156","2022-03-01",290
"1157","2022-03-02",278
"1158","2022-03-03",106
"1159","2022-03-04",370
"1160","2022-03-05",220
"1161","2022-03-06",1563
"1162","2022-03-07",336
"1163","2022-03-08",391
"1164","2022-03-09",1872
"1165","2022-03-10",316
"1166","2022-03-11",232
"1167","2022-03-12",408
"1168","2022-03-13",1386
"1169","2022-03-14",463
"1170","2022-03-15",932
"1171","2022-03-16",237
"1172","2022-03-17",298
"1173","2022-03-18",1304
"1174","2022-03-19",357
"1175","2022-03-20",827
"1176","2022-03-21",1161
"1177","2022-03-22",299
"1178","2022-03-23",296
"1179","2022-03-24",1369
"1180","2022-03-25",271
"1181","2022-03-26",2966
"1182","2022-03-27",977
"1183","2022-03-28",1602
"1184","2022-03-29",399
"1185","2022-03-30",137
"1186","2022-03-31",233
"1187","2022-04-01",374
"1188","2022-04-02",538
"1189","2022-04-03",205
"1190","2022-04-04",896
"1191","2022-04-05",1300
"1192","2022-04-06",115
"1193","2022-04-07",221
"1194","2022-04-08",856
"1195","2022-04-09",562
"1196","2022-04-10",137
"1197","2022-04-11",299
"1198","2022-04-12",1446
"1199","2022-04-13",253
"1200","2022-04-14",636
"1201","2022-04-15",472
"1202","2022-04-16",588
"1203","2022-04-17",656
"1204","2022-04-18",333
"1205","2022-04-19",216
"1206","2022-04-20",515
"1207","2022-04-21",199
"1208","2022-04-22",1193
"1209","2022-04-23",483
"1210","2022-04-24",544
"1211","2022-04-25",608
"1212","2022-04-26",217
"1213","2022-04-27",199
"1214","2022-04-28",274
"1215","2022-04-29",269
"1216","2022-04-30",714
"1217","2022-05-01",661
"1218","2022-05-02",318
"1219","2022-05-03",362
"1220","2022-05-04",233
"1221","2022-05-05",349
"1222","2022-05-06",176
"1223","2022-05-07",206
"1224","2022-05-08",1481
"1225","2022-05-09",380
"1226","2022-05-10",270
"1227","2022-05-11",336
"1228","2022-05-12",152
"1229","2022-05-13",1459
"1230","2022-05-14",260
"1231","2022-05-15",1209
"1232","2022-05-16",892
"1233","2022-05-17",392
"1234","2022-05-18",225
"1235","2022-05-19",391
"1236","2022-05-20",1410
"1237","2022-05-21",669
"1238","2022-05-22",526
"1239","2022-05-23",480
"1240","2022-05-24",308
"1241","2022-05-25",287
"1242","2022-05-26",1230
"1243","2022-05-27",467
"1244","2022-05-28",266
"1245","2022-05-29",374
"1246","2022-05-30",249
"1247","2022-05-31",312
"1248","2022-06-01",519
"1249","2022-06-02",935
"1250","2022-06-03",947
"1251","2022-06-04",777
"1252","2022-06-05",553
"1253","2022-06-06",282
"1254","2022-06-07",575
"1255","2022-06-08",305
"1256","2022-06-09",1172
"1257","2022-06-10",715
"1258","2022-06-11",388
"1259","2022-06-12",1012
"1260","2022-06-13",720
"1261","2022-06-14",415
"1262","2022-06-15",393
"1263","2022-06-16",1184
"1264","2022-06-17",876
"1265","2022-06-18",295
"1266","2022-06-19",1673
"1267","2022-06-20",349
"1268","2022-06-21",1220
"1269","2022-06-22",301
"1270","2022-06-23",492
"1271","2022-06-24",1027
"1272","2022-06-25",936
"1273","2022-06-26",520
"1274","2022-06-27",233
"1275","2022-06-28",1125
"1276","2022-06-29",832
"1277","2022-06-30",219
"1278","2022-07-01",1025
"1279","2022-07-02",993
"1280","2022-07-03",244
"1281","2022-07-04",186
"1282","2022-07-05",243
"1283","2022-07-06",697
"1284","2022-07-07",221
"1285","2022-07-08",533
"1286","2022-07-09",1402
"1287","2022-07-10",476
"1288","2022-07-11",2109
"1289","2022-07-12",259
"1290","2022-07-13",348
"1291","2022-07-14",717
"1292","2022-07-15",562
"1293","2022-07-16",1009
"1294","2022-07-17",290
"1295","2022-07-18",501
"1296","2022-07-19",172
"1297","2022-07-20",152
"1298","2022-07-21",773
"1299","2022-07-22",1874
"1300","2022-07-23",259
"1301","2022-07-24",359
"1302","2022-07-25",427
"1303","2022-07-26",874
"1304","2022-07-27",1469
"1305","2022-07-28",342
"1306","2022-07-29",934
"1307","2022-07-30",1204
"1308","2022-07-31",1144
"1309","2022-08-01",308
"1310","2022-08-02",860
"1311","2022-08-03",324
"1312","2022-08-04",294
"1313","2022-08-05",293
"1314","2022-08-06",320
"1315","2022-08-07",1066
"1316","2022-08-08",280
"1317","2022-08-09",461
"1318","2022-08-10",377
"1319","2022-08-11",205
"1320","2022-08-12",795
"1321","2022-08-13",326
"1322","2022-08-14",692
"1323","2022-08-15",337
"1324","2022-08-16",1015
"1325","2022-08-17",1630
"1326","2022-08-18",1431
"1327","2022-08-19",203
"1328","2022-08-20",184
"1329","2022-08-21",382
"1330","2022-08-22",485
"1331","2022-08-23",354
"1332","2022-08-24",250
"1333","2022-08-25",342
"1334","2022-08-26",1185
"1335","2022-08-27",317
"1336","2022-08-28",572
"1337","2022-08-29",1023
"1338","2022-08-30",506
"1339","2022-08-31",929
"1340","2022-09-01",679
"1341","2022-09-02",488
"1342","2022-09-03",398
"1343","2022-09-04",270
"1344","2022-09-05",1382
"1345","2022-09-06",1203
"1346","2022-09-07",780
"1347","2022-09-08",244
"1348","2022-09-09",901
"1349","2022-09-10",262
"1350","2022-09-11",198
"1351","2022-09-12",886
"1352","2022-09-13",445
"1353","2022-09-14",747
"1354","2022-09-15",440
"1355","2022-09-16",993
"1356","2022-09-17",371
"1357","2022-09-18",832
"1358","2022-09-19",505
"1359","2022-09-20",189
"1360","2022-09-21",1129
"1361","2022-09-22",1387
"1362","2022-09-23",526
"1363","2022-09-24",1671
"1364","2022-09-25",259
"1365","2022-09-26",172
"1366","2022-09-27",825
"1367","2022-09-28",361
"1368","2022-09-29",210
"1369","2022-09-30",876
"1370","2022-10-01",467
"1371","2022-10-02",1088
"1372","2022-10-03",1037
"1373","2022-10-04",852
"1374","2022-10-05",743
"1375","2022-10-06",735
"1376","2022-10-07",876
"1377","2022-10-08",764
"1378","2022-10-09",449
"1379","2022-10-10",1760
"1380","2022-10-11",1217
"1381","2022-10-12",895
"1382","2022-10-13",907
"1383","2022-10-14",1262
"1384","2022-10-15",739
"1385","2022-10-16",303
"1386","2022-10-17",132
"1387","2022-10-18",1863
"1388","2022-10-19",597
"1389","2022-10-20",714
"1390","2022-10-21",814
"1391","2022-10-22",538
"1392","2022-10-23",409
"1393","2022-10-24",804
"1394","2022-10-25",858
"1395","2022-10-26",704
"1396","2022-10-27",707
"1397","2022-10-28",515
"1398","2022-10-29",249
"1399","2022-10-30",225
"1400","2022-10-31",357
"1401","2022-11-01",600
"1402","2022-11-02",618
"1403","2022-11-03",172
"1404","2022-11-04",261
"1405","2022-11-05",557
"1406","2022-11-06",795
"1407","2022-11-07",650
"1408","2022-11-08",421
"1409","2022-11-09",271
"1410","2022-11-10",2903
"1411","2022-11-11",753
"1412","2022-11-12",237
"1413","2022-11-13",548
"1414","2022-11-14",170
"1415","2022-11-15",693
"1416","2022-11-16",387
"1417","2022-11-17",201
"1418","2022-11-18",199
"1419","2022-11-19",716
"1420","2022-11-20",1162
"1421","2022-11-21",218
"1422","2022-11-22",722
"1423","2022-11-23",818
"1424","2022-11-24",163
"1425","2022-11-25",141
"1426","2022-11-26",374
"1427","2022-11-27",828
"1428","2022-11-28",298
"1429","2022-11-29",1162
"1430","2022-11-30",707
"1431","2022-12-01",942
"1432","2022-12-02",322
"1433","2022-12-03",836
"1434","2022-12-04",365
"1435","2022-12-05",733
"1436","2022-12-06",396
"1437","2022-12-07",884
"1438","2022-12-08",767
"1439","2022-12-09",132
"1440","2022-12-10",318
"1441","2022-12-11",1467
"1442","2022-12-12",463
"1443","2022-12-13",267
"1444","2022-12-14",1053
"1445","2022-12-15",1044
"1446","2022-12-16",1175
"1447","2022-12-17",1054
"1448","2022-12-18",721
"1449","2022-12-19",842
"1450","2022-12-20",283
"1451","2022-12-21",385
"1452","2022-12-22",1259
"1453","2022-12-23",447
"1454","2022-12-24",769
"1455","2022-12-25",419
"1456","2022-12-26",616
"1457","2022-12-27",1098
"1458","2022-12-28",317
"1459","2022-12-29",1287
"1460","2022-12-30",126
"1461","2022-12-31",760
"1462","2023-01-01",453
"1463","2023-01-02",884
"1464","2023-01-03",847
"1465","2023-01-04",918
"1466","2023-01-05",625
"1467","2023-01-06",228
"1468","2023-01-07",524
"1469","2023-01-08",436
"1470","2023-01-09",738
"1471","2023-01-10",270
"1472","2023-01-11",307
"1473","2023-01-12",953
"1474","2023-01-13",444
"1475","2023-01-14",1705
"1476","2023-01-15",209
"1477","2023-01-16",836
"1478","2023-01-17",773
"1479","2023-01-18",1060
"1480","2023-01-19",1391
"1481","2023-01-20",332
"1482","2023-01-21",144
"1483","2023-01-22",382
"1484","2023-01-23",996
"1485","2023-01-24",515
"1486","2023-01-25",660
"1487","2023-01-26",189
"1488","2023-01-27",1502
"1489","2023-01-28",225
"1490","2023-01-29",276
"1491","2023-01-30",1546
"1492","2023-01-31",715
"1493","2023-02-01",952
"1494","2023-02-02",289
"1495","2023-02-03",798
"1496","2023-02-04",788
"1497","2023-02-05",343
"1498","2023-02-06",324
"1499","2023-02-07",294
"1500","2023-02-08",165
"1501","2023-02-09",1098
"1502","2023-02-10",241
"1503","2023-02-11",1399
"1504","2023-02-12",300
"1505","2023-02-13",198
"1506","2023-02-14",1309
"1507","2023-02-15",133
"1508","2023-02-16",481
"1509","2023-02-17",398
"1510","2023-02-18",751
"1511","2023-02-19",985
"1512","2023-02-20",350
"1513","2023-02-21",832
"1514","2023-02-22",830
"1515","2023-02-23",890
"1516","2023-02-24",1715
"1517","2023-02-25",326
"1518","2023-02-26",192
"1519","2023-02-27",759
"1520","2023-02-28",1064
"1521","2023-03-01",784
"1522","2023-03-02",901
"1523","2023-03-03",276
"1524","2023-03-04",677
"1525","2023-03-05",783
"1526","2023-03-06",431
"1527","2023-03-07",263
"1528","2023-03-08",406
"1529","2023-03-09",718
"1530","2023-03-10",897
"1531","2023-03-11",1236
"1532","2023-03-12",792
"1533","2023-03-13",513
"1534","2023-03-14",833
"1535","2023-03-15",629
"1536","2023-03-16",489
"1537","2023-03-17",867
"1538","2023-03-18",215
"1539","2023-03-19",420
"1540","2023-03-20",575
"1541","2023-03-21",541
"1542","2023-03-22",627
"1543","2023-03-23",885
"1544","2023-03-24",911
"1545","2023-03-25",306
"1546","2023-03-26",809
"1547","2023-03-27",1290
"1548","2023-03-28",787
"1549","2023-03-29",1465
"1550","2023-03-30",1663
"1551","2023-03-31",1198
"1552","2023-04-01",1139
"1553","2023-04-02",946
"1554","2023-04-03",2327
"1555","2023-04-04",421
"1556","2023-04-05",433
"1557","2023-04-06",480
"1558","2023-04-07",432
"1559","2023-04-08",574
"1560","2023-04-09",331
"1561","2023-04-10",229
"1562","2023-04-11",535
"1563","2023-04-12",867
"1564","2023-04-13",350
"1565","2023-04-14",737
"1566","2023-04-15",602
"1567","2023-04-16",861
"1568","2023-04-17",668
"1569","2023-04-18",382
"1570","2023-04-19",215
"1571","2023-04-20",1057
"1572","2023-04-21",483
"1573","2023-04-22",1006
"1574","2023-04-23",351
"1575","2023-04-24",1515
"1576","2023-04-25",424
"1577","2023-04-26",956
"1578","2023-04-27",1005
"1579","2023-04-28",675
"1580","2023-04-29",1387
"1581","2023-04-30",911
"1582","2023-05-01",859
"1583","2023-05-02",1105
"1584","2023-05-03",1515
"1585","2023-05-04",1114
"1586","2023-05-05",402
"1587","2023-05-06",336
"1588","2023-05-07",864
"1589","2023-05-08",861
"1590","2023-05-09",627
"1591","2023-05-10",293
"1592","2023-05-11",454
"1593","2023-05-12",739
"1594","2023-05-13",346
"1595","2023-05-14",478
"1596","2023-05-15",1798
"1597","2023-05-16",924
"1598","2023-05-17",233
"1599","2023-05-18",646
"1600","2023-05-19",991
"1601","2023-05-20",260
"1602","2023-05-21",952
"1603","2023-05-22",920
"1604","2023-05-23",492
"1605","2023-05-24",1002
"1606","2023-05-25",379
"1607","2023-05-26",983
"1608","2023-05-27",277
"1609","2023-05-28",2895
"1610","2023-05-29",1207
"1611","2023-05-30",842
"1612","2023-05-31",2884
"1613","2023-06-01",874
"1614","2023-06-02",1093
"1615","2023-06-03",1765
"1616","2023-06-04",888
"1617","2023-06-05",385
"1618","2023-06-06",877
"1619","2023-06-07",336
"1620","2023-06-08",864
"1621","2023-06-09",560
"1622","2023-06-10",569
"1623","2023-06-11",1171
"1624","2023-06-12",1517
"1625","2023-06-13",635
"1626","2023-06-14",813
"1627","2023-06-15",1185
"1628","2023-06-16",821
"1629","2023-06-17",1145
"1630","2023-06-18",1297
"1631","2023-06-19",1108
"1632","2023-06-20",975
"1633","2023-06-21",1002
"1634","2023-06-22",865
"1635","2023-06-23",1331
"1636","2023-06-24",908
"1637","2023-06-25",635
"1638","2023-06-26",1176
"1639","2023-06-27",1486
"1640","2023-06-28",551
"1641","2023-06-29",1560
"1642","2023-06-30",522
"1643","2023-07-01",1595
"1644","2023-07-02",759
"1645","2023-07-03",276
"1646","2023-07-04",717
"1647","2023-07-05",1370
"1648","2023-07-06",909
"1649","2023-07-07",1692
"1650","2023-07-08",758
"1651","2023-07-09",1066
"1652","2023-07-10",920
"1653","2023-07-11",2905
"1654","2023-07-12",687
"1655","2023-07-13",256
"1656","2023-07-14",1413
"1657","2023-07-15",963
"1658","2023-07-16",1184
"1659","2023-07-17",1080
"1660","2023-07-18",685
"1661","2023-07-19",1701
"1662","2023-07-20",641
"1663","2023-07-21",1136
"1664","2023-07-22",1378
"1665","2023-07-23",786
"1666","2023-07-24",775
"1667","2023-07-25",1279
"1668","2023-07-26",773
"1669","2023-07-27",1201
"1670","2023-07-28",265
"1671","2023-07-29",1677
"1672","2023-07-30",856
"1673","2023-07-31",1381
"1674","2023-08-01",851
"1675","2023-08-02",256
"1676","2023-08-03",775
"1677","2023-08-04",988
"1678","2023-08-05",908
"1679","2023-08-06",1236
"1680","2023-08-07",366
"1681","2023-08-08",632
"1682","2023-08-09",1553
"1683","2023-08-10",1097
"1684","2023-08-11",972
"1685","2023-08-12",1404
"1686","2023-08-13",809
"1687","2023-08-14",1732
"1688","2023-08-15",890
"1689","2023-08-16",639
"1690","2023-08-17",2690
"1691","2023-08-18",1022
"1692","2023-08-19",515
"1693","2023-08-20",1344
"1694","2023-08-21",828
"1695","2023-08-22",804
"1696","2023-08-23",1175
"1697","2023-08-24",911
"1698","2023-08-25",2938
"1699","2023-08-26",1291
"1700","2023-08-27",1502
"1701","2023-08-28",391
"1702","2023-08-29",1732
"1703","2023-08-30",291
"1704","2023-08-31",1389
